,queried_protein,hit_protein,length,evalue,score,gaps,sequence
9,B7FNU7,Q9GL51,410,5.13702e-120,920.0,37,sp|Q9GL51.3| RecName: Full=Platelet-activating factor acetylhydrolase IB subunit alpha; AltName: Full=Lissencephaly-1 protein; Short=LIS-1; AltName: Full=PAF acetylhydrolase 45 kDa subunit; Short=PAF-AH 45 kDa subunit; AltName: Full=PAF-AH alpha; Short=PAFAH alpha [Sus scrofa]
10,B7FNU7,Q5REG7,410,5.13702e-120,920.0,37,sp|Q5REG7.3| RecName: Full=Platelet-activating factor acetylhydrolase IB subunit alpha; AltName: Full=Lissencephaly-1 protein; Short=LIS-1; AltName: Full=PAF acetylhydrolase 45 kDa subunit; Short=PAF-AH 45 kDa subunit; AltName: Full=PAF-AH alpha; Short=PAFAH alpha [Pongo abelii]
11,B7FNU7,Q6NZH4,410,6.52321e-120,919.0,37,sp|Q6NZH4.3| RecName: Full=Lissencephaly-1 homolog [Xenopus tropicalis]
12,B7FNU7,Q4RJN5,410,9.43626e-120,918.0,33,sp|Q4RJN5.1| RecName: Full=Lissencephaly-1 homolog [Tetraodon nigroviridis]
13,B7FNU7,Q5IS43,410,9.74871e-120,918.0,37,sp|Q5IS43.3| RecName: Full=Platelet-activating factor acetylhydrolase IB subunit alpha; AltName: Full=Lissencephaly-1 protein; Short=LIS-1; AltName: Full=PAF acetylhydrolase 45 kDa subunit; Short=PAF-AH 45 kDa subunit; AltName: Full=PAF-AH alpha; Short=PAFAH alpha [Pan troglodytes]
14,B7FNU7,B5X3Z6,410,1.81025e-119,916.0,33,sp|B5X3Z6.1| RecName: Full=Lissencephaly-1 homolog A [Salmo salar]
15,B7FNU7,Q90ZL4,410,2.34914e-119,915.0,45,sp|Q90ZL4.3| RecName: Full=Lissencephaly-1 homolog [Xenopus laevis]
16,B7FNU7,C4Q0P6,417,4.21781e-119,914.0,38,sp|C4Q0P6.1| RecName: Full=Lissencephaly-1 homolog [Schistosoma mansoni]
17,B7FNU7,Q803D2,410,2.01598e-118,909.0,33,sp|Q803D2.3| RecName: Full=Lissencephaly-1 homolog B; AltName: Full=Platelet-activating factor acetylhydrolase IB subunit alpha b [Danio rerio]
18,B7FNU7,B3S4I5,409,7.78513e-115,885.0,52,sp|B3S4I5.1| RecName: Full=Lissencephaly-1 homolog [Trichoplax adhaerens]
19,B7FNU7,A7S338,409,1.2015e-114,884.0,36,sp|A7S338.1| RecName: Full=Lissencephaly-1 homolog [Nematostella vectensis]
0,B7FRE8,B7FRE8,193,2.07735e-145,1039.0,0,sp|B7FRE8.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FRE8,B5YM03,205,2.77291e-77,593.0,1,sp|B5YM03.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Thalassiosira pseudonana]
2,B7FRE8,A9TND9,154,6.01976e-52,421.0,1,sp|A9TND9.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Physcomitrium patens]
3,B7FRE8,B9T3R0,164,9.13823e-50,408.0,1,sp|B9T3R0.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Ricinus communis]
4,B7FRE8,B9HSR7,162,6.42464e-48,395.0,1,sp|B9HSR7.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Populus trichocarpa]
5,B7FRE8,A2Z8F9,168,2.98076e-47,391.0,1,sp|A2Z8F9.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Oryza sativa Indica Group] >sp|Q9FWK4.2| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Oryza sativa Japonica Group]
6,B7FRE8,B7FKW7,165,3.34405e-47,391.0,1,sp|B7FKW7.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Medicago truncatula]
7,B7FRE8,A5BJL8,164,3.94531e-47,390.0,1,sp|A5BJL8.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Vitis vinifera]
8,B7FRE8,C5WYI7,166,6.07387e-47,389.0,1,sp|C5WYI7.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Sorghum bicolor]
9,B7FRE8,B6TTW1,166,7.80219e-47,388.0,1,sp|B6TTW1.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Zea mays]
10,B7FRE8,O22683,168,1.23779e-44,374.0,1,sp|O22683.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Arabidopsis thaliana]
11,B7FRE8,C6SXE1,165,2.21899e-44,372.0,1,sp|C6SXE1.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Glycine max]
12,B7FRE8,A1DIL2,160,1.29093e-26,254.0,2,sp|A1DIL2.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Aspergillus fischeri NRRL 181]
13,B7FRE8,Q2UAX9,160,2.35728e-26,252.0,2,sp|Q2UAX9.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Aspergillus oryzae RIB40]
14,B7FRE8,Q885A6,155,2.91038e-26,251.0,3,sp|Q885A6.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Pseudomonas syringae pv. tomato str. DC3000]
15,B7FRE8,A6W1Q1,146,3.22131e-26,250.0,7,sp|A6W1Q1.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Marinomonas sp. MWYL1]
16,B7FRE8,A2R692,160,5.691e-26,249.0,2,sp|A2R692.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Aspergillus niger CBS 513.88]
17,B7FRE8,Q4ZQQ7,155,7.57883e-26,248.0,5,sp|Q4ZQQ7.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Pseudomonas syringae pv. syringae B728a]
18,B7FRE8,Q48GB5,155,8.43902e-26,248.0,2,sp|Q48GB5.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Pseudomonas savastanoi pv. phaseolicola 1448A]
19,B7FRE8,C5BUK2,146,1.06392e-25,246.0,3,sp|C5BUK2.1| RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Teredinibacter turnerae T7901]
0,B7FRU7,B7FRU7,401,0.0,2157.0,0,"sp|B7FRU7.1| RecName: Full=Lipoyl synthase 1, mitochondrial; AltName: Full=Lipoate synthase 1; Short=LS 1; Short=Lip-syn 1; AltName: Full=Lipoic acid synthase 1; Flags: Precursor [Phaeodactylum tricornutum CCAP 1055/1]"
1,B7FRU7,C7Z527,412,2.03731e-145,1084.0,41,"sp|C7Z527.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Fusarium vanettenii 77-13-4]"
2,B7FRU7,B2AT43,426,3.31826e-142,1064.0,17,"sp|B2AT43.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Podospora anserina S mat+]"
3,B7FRU7,D0NP70,383,2.67053e-141,1054.0,18,"sp|D0NP70.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Phytophthora infestans T30-4]"
4,B7FRU7,B4IAA7,377,9.07649e-141,1050.0,19,"sp|B4IAA7.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Drosophila sechellia]"
5,B7FRU7,Q7JQW6,377,1.30089e-140,1049.0,19,"sp|Q7JQW6.2| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Drosophila melanogaster]"
6,B7FRU7,Q7SF84,430,1.9177e-140,1053.0,26,"sp|Q7SF84.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Neurospora crassa OR74A]"
7,B7FRU7,C4JE77,417,1.98115e-140,1051.0,16,"sp|C4JE77.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Uncinocarpus reesii 1704]"
8,B7FRU7,D1Z4I6,445,3.60174e-140,1052.0,26,"sp|D1Z4I6.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Sordaria macrospora k-hell]"
9,B7FRU7,B4PF83,379,4.47529e-140,1045.0,19,"sp|B4PF83.1| RecName: Full=Lipoyl synthase 2, mitochondrial; AltName: Full=Lipoate synthase 2; Short=LS 2; Short=Lip-syn 2; AltName: Full=Lipoic acid synthase 2 [Drosophila yakuba]"
10,B7FRU7,B4IUG3,379,4.57398e-140,1045.0,19,"sp|B4IUG3.1| RecName: Full=Lipoyl synthase 1, mitochondrial; AltName: Full=Lipoate synthase 1; Short=LS 1; Short=Lip-syn 1; AltName: Full=Lipoic acid synthase 1 [Drosophila yakuba]"
11,B7FRU7,B0WAU6,380,1.55387e-139,1042.0,20,"sp|B0WAU6.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Culex quinquefasciatus]"
12,B7FRU7,B3NIL9,379,2.40013e-139,1041.0,19,"sp|B3NIL9.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Drosophila erecta]"
13,B7FRU7,B3M996,376,3.65623e-139,1039.0,19,"sp|B3M996.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Drosophila ananassae]"
14,B7FRU7,Q6PHG4,399,4.29598e-139,1041.0,13,"sp|Q6PHG4.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Danio rerio]"
15,B7FRU7,Q5XIH4,373,4.99379e-139,1038.0,13,"sp|Q5XIH4.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Rattus norvegicus]"
16,B7FRU7,Q5BIP7,372,7.79777e-139,1036.0,13,"sp|Q5BIP7.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Bos taurus]"
17,B7FRU7,Q16W22,393,1.06576e-138,1038.0,16,"sp|Q16W22.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Aedes aegypti]"
18,B7FRU7,Q99M04,373,1.19497e-138,1035.0,13,"sp|Q99M04.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; Short=mLIP1; AltName: Full=Lipoic acid synthase; Flags: Precursor [Mus musculus]"
19,B7FRU7,Q5AQE4,413,1.56005e-138,1038.0,13,"sp|Q5AQE4.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Aspergillus nidulans FGSC A4]"
0,B7FSL4,B7FSL4,882,0.0,4677.0,0,"sp|B7FSL4.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Phaeodactylum tricornutum CCAP 1055/1]"
1,B7FSL4,Q00WL5,920,0.0,2042.0,52,"sp|Q00WL5.2| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Ostreococcus tauri]"
2,B7FSL4,A4S6Y4,936,0.0,1993.0,54,"sp|A4S6Y4.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Ostreococcus lucimarinus CCE9901]"
3,B7FSL4,P93655,940,0.0,1987.0,71,"sp|P93655.2| RecName: Full=Lon protease homolog 1, mitochondrial; Flags: Precursor [Arabidopsis thaliana]"
4,B7FSL4,Q8CGK3,949,0.0,1981.0,86,"sp|Q8CGK3.2| RecName: Full=Lon protease homolog, mitochondrial; AltName: Full=Lon protease-like protein; Short=LONP; AltName: Full=Mitochondrial ATP-dependent protease Lon; AltName: Full=Serine protease 15; Flags: Precursor [Mus musculus]"
5,B7FSL4,Q7KUT2,1024,0.0,1966.0,26,"sp|Q7KUT2.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Drosophila melanogaster]"
6,B7FSL4,Q924S5,950,0.0,1965.0,93,"sp|Q924S5.1| RecName: Full=Lon protease homolog, mitochondrial; AltName: Full=Lon protease-like protein; Short=LONP; AltName: Full=Mitochondrial ATP-dependent protease Lon; AltName: Full=Serine protease 15; Flags: Precursor [Rattus norvegicus]"
7,B7FSL4,Q59HJ6,961,0.0,1958.0,92,"sp|Q59HJ6.1| RecName: Full=Lon protease homolog, mitochondrial; AltName: Full=Lon protease-like protein; Short=LONP; AltName: Full=Mitochondrial ATP-dependent protease Lon; AltName: Full=Serine protease 15; Flags: Precursor [Bos taurus]"
8,B7FSL4,P36776,959,0.0,1945.0,85,"sp|P36776.2| RecName: Full=Lon protease homolog, mitochondrial; AltName: Full=LONHs; AltName: Full=Lon protease-like protein; Short=LONP; AltName: Full=Mitochondrial ATP-dependent protease Lon; AltName: Full=Serine protease 15; Flags: Precursor [Homo sapiens]"
9,B7FSL4,Q9M9L7,942,0.0,1887.0,89,"sp|Q9M9L7.1| RecName: Full=Lon protease homolog 4, chloroplastic/mitochondrial; Short=AtLon4 [Arabidopsis thaliana]"
10,B7FSL4,A2QCJ2,1113,0.0,1883.0,124,"sp|A2QCJ2.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Aspergillus niger CBS 513.88]"
11,B7FSL4,Q9PK50,819,0.0,1879.0,44,sp|Q9PK50.1| RecName: Full=Lon protease; AltName: Full=ATP-dependent protease La [Chlamydia muridarum str. Nigg]
12,B7FSL4,Q4X0Z7,1108,0.0,1876.0,119,"sp|Q4X0Z7.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Aspergillus fumigatus Af293]"
13,B7FSL4,O84348,819,0.0,1875.0,44,sp|O84348.1| RecName: Full=Lon protease; AltName: Full=ATP-dependent protease La [Chlamydia trachomatis D/UW-3/CX]
14,B7FSL4,Q5AZT7,1104,0.0,1869.0,120,"sp|Q5AZT7.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Aspergillus nidulans FGSC A4]"
15,B7FSL4,Q6ME13,835,0.0,1866.0,58,sp|Q6ME13.1| RecName: Full=Lon protease; AltName: Full=ATP-dependent protease La [Candidatus Protochlamydia amoebophila UWE25]
16,B7FSL4,Q3A701,814,0.0,1861.0,65,sp|Q3A701.1| RecName: Full=Lon protease 1; AltName: Full=ATP-dependent protease La 1 [Syntrophotalea carbinolica DSM 2380]
17,B7FSL4,Q9Z9F4,819,0.0,1829.0,56,sp|Q9Z9F4.1| RecName: Full=Lon protease; AltName: Full=ATP-dependent protease La [Chlamydia pneumoniae]
18,B7FSL4,A8XFM8,960,0.0,1813.0,36,"sp|A8XFM8.5| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Caenorhabditis briggsae]"
19,B7FSL4,O44952,971,0.0,1808.0,40,"sp|O44952.1| RecName: Full=Lon protease homolog, mitochondrial; Flags: Precursor [Caenorhabditis elegans]"
0,B7FTW3,B7FTW3,436,0.0,2354.0,0,sp|B7FTW3.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase 1; AltName: Full=M1G-methyltransferase 1; AltName: Full=tRNA [GM37] methyltransferase 1; AltName: Full=tRNA methyltransferase 5 homolog 1 [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FTW3,B8BQY5,480,2.93237e-109,854.0,47,sp|B8BQY5.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Thalassiosira pseudonana]
2,B7FTW3,D0NLC2,411,2.2225e-80,655.0,45,sp|D0NLC2.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Phytophthora infestans T30-4]
3,B7FTW3,F4NUJ6,475,3.43529e-78,646.0,74,sp|F4NUJ6.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 [Batrachochytrium dendrobatidis JAM81]
4,B7FTW3,F6VSS6,494,1.24324e-77,644.0,53,sp|F6VSS6.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog; Flags: Precursor [Xenopus tropicalis]
5,B7FTW3,Q3MHN8,497,3.54247e-77,641.0,48,sp|Q3MHN8.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Bos taurus]
6,B7FTW3,F7GSQ4,509,2.51672e-75,629.0,43,sp|F7GSQ4.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog; Flags: Precursor [Macaca mulatta]
7,B7FTW3,Q95KJ2,509,3.01535e-75,629.0,43,sp|Q95KJ2.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog; Flags: Precursor [Macaca fascicularis]
8,B7FTW3,Q9D0C4,501,5.80738e-74,619.0,58,sp|Q9D0C4.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Mus musculus]
9,B7FTW3,Q8TFG7,450,1.54634e-73,613.0,80,sp|Q8TFG7.2| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 [Schizosaccharomyces pombe 972h-]
10,B7FTW3,Q32P41,509,1.01739e-72,611.0,43,sp|Q32P41.2| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Homo sapiens]
11,B7FTW3,Q54WD6,460,4.01136e-72,604.0,24,sp|Q54WD6.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Dictyostelium discoideum]
12,B7FTW3,F7A355,456,3.00852e-71,598.0,64,sp|F7A355.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Ciona intestinalis]
13,B7FTW3,B8A5G9,480,3.99157e-70,592.0,44,sp|B8A5G9.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog; Flags: Precursor [Danio rerio]
14,B7FTW3,A8N339,457,2.93418e-67,571.0,84,sp|A8N339.2| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 [Coprinopsis cinerea okayama7#130]
15,B7FTW3,P38793,499,8.91708e-63,543.0,81,sp|P38793.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5; Flags: Precursor [Saccharomyces cerevisiae S288C]
16,B7FTW3,D3BT31,426,1.49769e-62,536.0,46,sp|D3BT31.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Heterostelium album PN500]
17,B7FTW3,C7YK87,465,2.30385e-61,531.0,68,sp|C7YK87.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5; Flags: Precursor [Fusarium vanettenii 77-13-4]
18,B7FTW3,F6H2F8,608,8.09076e-61,536.0,37,sp|F6H2F8.1| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase 1; AltName: Full=M1G-methyltransferase 1; AltName: Full=tRNA [GM37] methyltransferase 1; AltName: Full=tRNA methyltransferase 5 homolog 1 [Vitis vinifera]
19,B7FTW3,Q8IRE4,457,6.45077e-60,521.0,56,sp|Q8IRE4.2| RecName: Full=tRNA (guanine(37)-N1)-methyltransferase; AltName: Full=M1G-methyltransferase; AltName: Full=tRNA [GM37] methyltransferase; AltName: Full=tRNA methyltransferase 5 homolog [Drosophila melanogaster]
0,B7FUM7,B7FUM7,526,0.0,2805.0,0,sp|B7FUM7.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FUM7,D0NVH9,551,0.0,1574.0,16,sp|D0NVH9.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Phytophthora infestans T30-4]
2,B7FUM7,A4RYD2,428,4.07167e-167,1242.0,5,"sp|A4RYD2.1| RecName: Full=Adenylosuccinate synthetase, chloroplastic; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Ostreococcus lucimarinus CCE9901]"
3,B7FUM7,Q017T9,480,1.34179e-166,1243.0,10,"sp|Q017T9.2| RecName: Full=Adenylosuccinate synthetase, chloroplastic; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase; Flags: Precursor [Ostreococcus tauri]"
4,B7FUM7,A5DIP4,426,8.26469e-165,1226.0,10,sp|A5DIP4.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Meyerozyma guilliermondii ATCC 6260]
5,B7FUM7,B0DQB9,428,1.43079e-164,1225.0,7,sp|B0DQB9.1| RecName: Full=Adenylosuccinate synthetase 1; Short=AMPSase 1; Short=AdSS 1; AltName: Full=IMP--aspartate ligase 1 [Laccaria bicolor S238N-H82]
6,B7FUM7,A8NDT2,428,1.94113e-164,1224.0,7,sp|A8NDT2.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Coprinopsis cinerea okayama7#130]
7,B7FUM7,Q6FMU9,432,5.50752e-164,1221.0,14,sp|Q6FMU9.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [[Candida] glabrata CBS 138]
8,B7FUM7,A5DSZ3,428,1.21029e-163,1219.0,10,sp|A5DSZ3.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Lodderomyces elongisporus NRRL YB-4239]
9,B7FUM7,Q4P7R2,439,1.64073e-163,1219.0,7,sp|Q4P7R2.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Ustilago maydis 521]
10,B7FUM7,Q6CQ65,432,6.24992e-163,1214.0,14,sp|Q6CQ65.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Kluyveromyces lactis NRRL Y-1140]
11,B7FUM7,C4R8E8,428,1.65295e-162,1211.0,10,sp|C4R8E8.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Komagataella phaffii GS115]
12,B7FUM7,A6ZRM0,433,1.80105e-162,1211.0,14,sp|A6ZRM0.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Saccharomyces cerevisiae YJM789]
13,B7FUM7,C5MBF2,428,2.14679e-162,1210.0,10,sp|C5MBF2.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Candida tropicalis MYA-3404]
14,B7FUM7,C7GPD7,433,2.36469e-162,1211.0,14,sp|C7GPD7.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Saccharomyces cerevisiae JAY291] >sp|P80210.3| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AS-synthetase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Saccharomyces cerevisiae S288C]
15,B7FUM7,A9TIK2,514,1.13093e-161,1214.0,8,"sp|A9TIK2.1| RecName: Full=Adenylosuccinate synthetase 2, chloroplastic; Short=AMPSase 2; Short=AdSS 2; AltName: Full=IMP--aspartate ligase 2; Flags: Precursor [Physcomitrium patens]"
16,B7FUM7,A8Q0E3,445,1.50514e-161,1206.0,9,sp|A8Q0E3.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Malassezia globosa CBS 7966]
