Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
B7FRU7,C7Z527,SP,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) ,412,1367,53.4,77.0,5.3e-54
B7FRU7,B0WAU6,SP,Culex quinquefasciatus ,380,1322,54.5,75.5,6.6e-53
B7FRU7,A9NNH7,SP,Picea sitchensis ,386,1339,53.9,75.4,1.6e-52
B7FRU7,D0NP70,SP,Phytophthora infestans (strain T30-4) ,383,1324,53.2,74.1,2.8e-52
B7FRU7,B2AT43,SP,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) ,426,1339,53.1,75.4,6.7e-52
B7FRU7,D1Z4I6,SP,Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell) ,445,1324,54.0,78.0,7e-52
B7FRU7,Q7SF84,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,430,1321,52.8,77.1,7.8e-52
B7FRU7,Q16W22,SP,Aedes aegypti ,393,1301,52.0,73.1,9.4e-52
B7FRU7,A1CJC4,SP,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) ,415,1310,53.2,73.4,3.7e-51
B7FRU7,B8NUL8,SP,Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) ,415,1311,53.5,75.6,5e-51
B7FRU7,B4IAA7,SP,Drosophila sechellia ,377,1306,53.9,78.3,7.9e-51
B7FRU7,Q7JQW6,SP,Drosophila melanogaster ,377,1307,53.5,78.2,7.9e-51
B7FRU7,Q2U4H2,SP,Aspergillus oryzae (strain ATCC 42149 / RIB 40) ,415,1307,53.6,75.3,8.9e-51
B7FRU7,Q3LSN5,SP,Pisum sativum ,376,1325,54.5,76.6,9.1e-51
B7FRU7,B4IUG3,SP,Drosophila yakuba ,379,1301,53.6,78.0,1.4e-50
B7FSL4,B7FSL4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,882,5676,100.0,100.0,0.0
B7FSL4,Q6ME13,SP,Protochlamydia amoebophila (strain UWE25) ,835,2367,45.2,75.3,5.5e-89
B7FSL4,Q00WL5,SP,Ostreococcus tauri ,920,2647,50.1,74.5,9.1e-72
B7FSL4,A4S6Y4,SP,Ostreococcus lucimarinus (strain CCE9901) ,936,2626,49.6,74.9,1.4e-71
B7FSL4,P93648,SP,Zea mays ,964,2496,46.3,72.0,1e-70
B7FSL4,Q69UZ3,SP,Oryza sativa subsp. japonica ,1002,2446,45.3,69.3,3.6e-70
B7FSL4,A2YQ56,SP,Oryza sativa subsp. indica ,1002,2446,45.3,69.3,3.6e-70
B7FSL4,P93655,SP,Arabidopsis thaliana ,940,2517,47.7,73.6,3.3e-69
B7FSL4,Q7KUT2,SP,Drosophila melanogaster ,1024,2500,54.5,81.2,1.4e-66
B7FSL4,Q7S8C4,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,1107,2360,44.4,67.3,1.6e-66
B7FSL4,Q3A701,SP,Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) ,814,2364,45.8,73.8,1.1e-65
B7FSL4,Q9PK50,SP,Chlamydia muridarum (strain MoPn / Nigg) ,819,2363,46.4,75.4,1.4e-65
B7FSL4,O84348,SP,Chlamydia trachomatis (strain D/UW-3/Cx) ,819,2354,46.3,75.3,3.3e-65
B7FSL4,Q9Z9F4,SP,Chlamydia pneumoniae ,819,2335,46.4,75.5,3.7e-65
B7FSL4,Q59HJ6,SP,Bos taurus ,961,2470,47.3,72.8,2.6e-64
B7FSL4,P0CQ17,SP,Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) ,1104,2067,40.9,64.3,3.4e-64
B7FSL4,P0CQ16,SP,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) ,1104,2064,40.7,64.7,4.6e-64
B7FSL4,P36776,SP,Homo sapiens ,959,2470,46.8,73.0,5.8e-64
B7FSL4,Q6AS16,SP,Desulfotalea psychrophila (strain LSv54 / DSM 12343) ,808,2251,45.0,72.7,5.9e-64
B7FSL4,Q8CGK3,SP,Mus musculus ,949,2487,47.3,72.7,6.4e-64
B7FTW3,B7FTW3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,436,2901,100.0,100.0,2.4e-193
B7FTW3,B8BQY5,SP,Thalassiosira pseudonana ,480,1104,45.6,65.7,5.3e-51
B7FTW3,Q3MHN8,SP,Bos taurus ,497,839,36.2,67.4,7.3e-39
B7FTW3,F7GSQ4,SP,Macaca mulatta ,509,827,36.1,66.8,2.3e-38
B7FTW3,Q95KJ2,SP,Macaca fascicularis ,509,826,36.1,66.8,2.7e-38
B7FTW3,Q9D0C4,SP,Mus musculus ,501,826,36.4,65.8,9.5e-38
B7FTW3,Q32P41,SP,Homo sapiens ,509,805,35.9,66.4,2.5e-37
B7FTW3,F6VSS6,SP,Xenopus tropicalis ,494,848,38.3,64.6,3.4e-37
B7FTW3,A0CC46,SP,Paramecium tetraurelia ,421,633,35.9,67.3,3e-36
B7FTW3,B8A5G9,SP,Danio rerio ,480,781,36.7,64.0,7e-32
B7FTW3,Q8TFG7,SP,Schizosaccharomyces pombe (strain 972 / ATCC 24843) ,450,779,38.8,61.2,3.7e-31
B7FTW3,Q8IRE4,SP,Drosophila melanogaster ,457,710,35.9,64.3,1.3e-29
B7FTW3,Q54WD6,SP,Dictyostelium discoideum ,460,793,34.3,66.8,2.1e-29
B7FTW3,Q93YU6,SP,Arabidopsis thaliana ,468,638,32.8,53.8,1.7e-28
B7FTW3,B5DPF1,SP,Drosophila pseudoobscura pseudoobscura ,440,666,34.9,63.6,8.9e-28
B7FTW3,Q7Q5Z3,SP,Anopheles gambiae ,556,646,35.5,60.8,2.3e-27
B7FTW3,E3WPP8,SP,Anopheles darlingi ,500,652,33.8,61.5,2.7e-27
B7FTW3,F4NUJ6,SP,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) ,475,817,36.5,62.8,4.1e-27
B7FTW3,F6HH45,SP,Vitis vinifera ,510,596,37.7,63.3,1e-26
B7FTW3,Q16VC0,SP,Aedes aegypti ,562,665,33.4,61.0,3.5e-26
B7FUM7,B7FUM7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,526,3522,100.0,100.0,0.0
B7FUM7,D0NVH9,SP,Phytophthora infestans (strain T30-4) ,551,1981,60.1,81.2,3.3e-122
B7FUM7,Q017T9,SP,Ostreococcus tauri ,480,1592,52.9,80.3,1.4e-98
B7FUM7,A5DIP4,SP,Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) ,426,1575,53.9,80.3,1.6e-97
B7FUM7,A8NDT2,SP,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) ,428,1575,55.3,79.3,1.6e-97
B7FUM7,A4RYD2,SP,Ostreococcus lucimarinus (strain CCE9901) ,428,1574,54.5,81.1,1.9e-97
B7FUM7,B0DQB9,SP,Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) ,428,1574,53.9,79.3,1.9e-97
B7FUM7,A9SCV9,SP,Physcomitrium patens ,514,1574,55.1,81.0,2.4e-97
B7FUM7,Q6FMU9,SP,Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) ,432,1572,53.5,81.0,2.6e-97
B7FUM7,Q4P7R2,SP,Ustilago maydis (strain 521 / FGSC 9021) ,439,1572,53.8,78.9,2.6e-97
B7FUM7,A5DSZ3,SP,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) ,428,1560,53.2,80.1,1.6e-96
B7FUM7,A8Q0E3,SP,Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) ,445,1558,51.8,80.6,2.3e-96
B7FUM7,Q6CQ65,SP,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) ,432,1555,53.9,79.2,3.5e-96
B7FUM7,A6ZRM0,SP,Saccharomyces cerevisiae (strain YJM789) ,433,1554,53.5,80.1,4.1e-96
B7FUM7,P80210,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,433,1554,53.5,80.1,4.1e-96
B7FUM7,C7GPD7,SP,Saccharomyces cerevisiae (strain JAY291) ,433,1554,53.5,80.1,4.1e-96
B7FUM7,C5MBF2,SP,Candida tropicalis (strain ATCC MYA-3404 / T1) ,428,1553,53.6,78.9,4.7e-96
B7FUM7,Q75E56,SP,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) ,433,1553,53.9,80.3,4.8e-96
B7FUM7,C4R8E8,SP,Komagataella phaffii (strain GS115 / ATCC 20864) ,428,1551,52.5,80.3,6.4e-96
B7FUM7,A9TIK2,SP,Physcomitrium patens ,514,1549,54.0,81.0,1.1e-95
B7FX91,B7FX91,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,468,3044,100.0,100.0,2.9e-163
B7FX91,O44743,SP,Caenorhabditis elegans ,690,185,20.2,51.4,0.077
B7FX91,P18625,SP,Gallus gallus ,323,166,24.7,54.5,0.13
B7FX91,Q05826,SP,Gallus gallus ,328,151,26.0,55.8,0.19
B7FX91,Q16520,SP,Homo sapiens ,125,142,39.4,70.4,0.19
B7FX91,Q5R9C9,SP,Pongo abelii ,483,160,23.8,52.8,0.31
B7FX91,Q9LXX4,SP,Arabidopsis thaliana ,620,153,25.0,55.7,0.32
B7FX91,E1BD44,SP,Bos taurus ,125,138,38.0,70.4,0.33
B7FX91,O35284,SP,Mus musculus ,125,138,38.0,70.4,0.33
B7FX91,D4A7E1,SP,Rattus norvegicus ,125,138,38.0,70.4,0.33
B7FX91,P17544,SP,Homo sapiens ,483,157,23.4,52.8,0.45
B7FX91,P11115,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,270,143,26.1,53.4,0.49
B7FX91,Q9NR55,SP,Homo sapiens ,127,133,29.2,61.8,0.63
B7FX91,Q8R0S1,SP,Mus musculus ,413,143,26.0,59.1,0.71
B7FX91,P18289,SP,Drosophila melanogaster ,289,139,26.8,64.3,0.78
B7FX91,Q654B3,SP,Oryza sativa subsp. japonica ,295,138,26.8,58.3,0.91
B7FX91,Q8K1L0,SP,Mus musculus ,357,139,22.7,51.2,1.0
B7FX91,P42774,SP,Arabidopsis thaliana ,315,137,28.4,61.5,1.1
B7FX91,P28033,SP,Mus musculus ,296,136,29.2,57.5,1.2
B7FX91,P21272,SP,Rattus norvegicus ,297,136,30.8,59.2,1.2
B7FXE8,B7FXE8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,310,2054,100.0,100.0,2.6e-135
B7FXE8,O94347,SP,Schizosaccharomyces pombe (strain 972 / ATCC 24843) ,327,661,38.6,65.9,1.8e-38
B7FXE8,C5Y210,SP,Sorghum bicolor ,381,623,34.4,68.8,9.2e-36
B7FXE8,Q0UVK8,SP,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) ,325,618,38.9,65.8,1.7e-35
B7FXE8,E3L9T1,SP,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) ,346,635,37.7,66.9,1.7e-34
B7FXE8,E3LAQ9,SP,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) ,398,628,37.9,66.3,4.5e-34
B7FXE8,F6HDM2,SP,Vitis vinifera ,354,636,36.0,69.1,2.7e-33
B7FXE8,F4NZ38,SP,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) ,318,611,36.8,68.4,1.9e-32
B7FXE8,Q4P219,SP,Ustilago maydis (strain 521 / FGSC 9021) ,350,623,36.9,68.1,3.4e-32
B7FXE8,A8N8Z0,SP,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) ,336,675,40.9,65.8,2.6e-31
B7FXE8,D3BMU4,SP,Polysphondylium pallidum (strain ATCC 26659 / Pp 5 / PN500) ,413,593,36.8,65.1,1.9e-27
B7FXE8,C0NFV9,SP,Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) ,368,509,34.1,63.1,3.1e-27
B7FXE8,A7RRZ8,SP,Nematostella vectensis ,358,696,39.5,71.1,2.8e-26
B7FXE8,Q94AF2,SP,Arabidopsis thaliana ,365,661,35.6,70.3,4e-26
B7FXE8,A9RY03,SP,Physcomitrium patens ,342,600,35.4,62.8,6e-26
B7FXE8,Q5B0D6,SP,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) ,369,594,37.3,62.4,9.9e-25
B7FXE8,P36059,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,337,575,34.2,65.5,3.8e-24
B7FXE8,Q8IW45,SP,Homo sapiens ,347,671,36.8,71.7,2.7e-23
B7FXE8,Q9CZ42,SP,Mus musculus ,343,661,37.1,70.9,3.6e-23
B7FXE8,D4AAT7,SP,Rattus norvegicus ,343,678,38.9,70.8,4.2e-23
B7FXW1,B7FXW1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,348,2418,100.0,100.0,2.4e-173
B7FXW1,A0A0E0SNE8,SP,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) ,323,226,24.4,50.5,3.4e-09
B7FXW1,Q754B9,SP,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) ,351,238,23.2,52.9,7.6e-09
B7FXW1,Q9EQS5,SP,Rattus norvegicus ,299,230,24.3,51.1,2.1e-08
B7FXW1,O88822,SP,Mus musculus ,299,229,24.3,51.1,3.4e-08
B7FXW1,Q9ZT29,SP,Nicotiana tabacum ,271,214,25.4,51.1,1.2e-07
B7FXW1,P53045,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,309,201,24.1,47.9,1.7e-07
B7FXW1,Q9Z0F5,SP,Mus musculus ,298,209,25.6,53.7,2.3e-07
B7FXW1,Q4QQV7,SP,Rattus norvegicus ,298,198,25.3,50.9,3.2e-07
B7FXW1,Q4G1G8,SP,Sus scrofa ,270,193,30.8,57.5,5.6e-07
B7FXW1,Q5PRC0,SP,Danio rerio ,251,192,31.5,55.2,6.1e-07
B7FXW1,O95992,SP,Homo sapiens ,272,190,28.1,55.1,9.6e-07
B7FXW1,Q4WIX5,SP,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) ,335,201,25.2,55.1,1.3e-06
B7FXW1,O75845,SP,Homo sapiens ,299,208,26.5,47.7,3e-06
B7FXW1,Q9UUH4,SP,Schizosaccharomyces pombe (strain 972 / ATCC 24843) ,300,184,22.9,46.8,3.1e-06
B7FXW1,Q7SBB6,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,344,202,22.9,55.1,3.1e-06
B7FXW1,Q8J207,SP,Leptosphaeria maculans ,356,190,27.2,52.4,3.8e-06
B7FXW1,Q39208,SP,Arabidopsis thaliana ,281,179,28.1,52.7,6.6e-06
B7FXW1,Q4W9I3,SP,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) ,296,185,25.9,52.8,7.1e-06
B7FXW1,P32353,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,365,217,25.2,53.1,1.9e-05
B7G267,B7G267,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,306,2005,100.0,100.0,1.7e-118
B7G267,B8C4D7,SP,Thalassiosira pseudonana ,275,545,40.5,68.3,5.6e-20
B7G267,B4Q5Z1,SP,Drosophila simulans ,248,375,36.1,61.8,1.9e-16
B7G267,B4HXL7,SP,Drosophila sechellia ,248,372,35.7,61.8,2.9e-16
B7G267,Q9V3Y2,SP,Drosophila melanogaster ,248,369,35.7,61.8,4.4e-16
B7G267,B4NYT3,SP,Drosophila yakuba ,248,366,35.7,62.6,6.8e-16
B7G267,B3N5N3,SP,Drosophila erecta ,248,363,35.7,62.1,1.1e-15
B7G267,Q29P70,SP,Drosophila pseudoobscura pseudoobscura ,247,361,34.5,62.6,1.4e-15
B7G267,B4GK79,SP,Drosophila persimilis ,247,361,34.5,62.6,1.4e-15
B7G267,B4KLC0,SP,Drosophila mojavensis ,248,350,34.0,62.2,6.9e-15
B7G267,B3MLC5,SP,Drosophila ananassae ,248,345,33.6,61.8,1.4e-14
B7G267,B4JAX0,SP,Drosophila grimshawi ,249,343,33.9,62.1,1.9e-14
B7G267,B4LRY2,SP,Drosophila virilis ,248,341,33.8,62.0,2.5e-14
B7G267,B4MZ79,SP,Drosophila willistoni ,253,369,34.9,62.7,3.4e-14
B7G267,O15692,SP,Dictyostelium discoideum ,256,325,31.1,62.3,2.6e-13
B7G267,Q6AZB3,SP,Danio rerio ,311,327,32.9,57.4,3.3e-13
B7G267,Q4SK88,SP,Tetraodon nigroviridis ,313,339,32.3,58.7,3.3e-13
B7G267,C3YFB4,SP,Branchiostoma floridae ,309,322,44.0,64.0,5e-13
B7G267,A4RS24,SP,Ostreococcus lucimarinus (strain CCE9901) ,257,330,32.5,58.7,6.3e-13
B7G267,Q17L24,SP,Aedes aegypti ,254,318,34.3,59.7,7.1e-13
B7G3Y9,B7G3Y9,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,314,2106,100.0,100.0,1.4e-121
B7G3Y9,Q86G50,SP,Toxoplasma gondii ,543,1403,66.9,87.3,2.2e-78
B7G3Y9,Q7RBD6,SP,Plasmodium yoelii yoelii ,502,1392,63.9,86.9,8.1e-75
B7G3Y9,Q8IDQ0,SP,Plasmodium falciparum (isolate 3D7) ,415,1360,62.6,87.1,5.5e-74
B7G3Y9,Q8LEE8,SP,Arabidopsis thaliana ,394,1321,61.6,85.7,1.6e-73
B7G3Y9,B9I666,SP,Populus trichocarpa ,376,1306,62.3,84.1,1.2e-72
B7G3Y9,A5K883,SP,Plasmodium vivax (strain Salvador I) ,442,1357,62.0,86.5,1.3e-72
B7G3Y9,B9N2B0,SP,Populus trichocarpa ,397,1305,62.0,84.4,1.5e-72
B7G3Y9,B3L8F2,SP,Plasmodium knowlesi (strain H) ,442,1347,61.7,85.8,5.2e-72
B7G3Y9,B9RX57,SP,Ricinus communis ,364,1268,61.0,83.4,2.5e-70
B7G3Y9,A8I2V9,SP,Chlamydomonas reinhardtii ,430,1273,62.9,82.6,8.1e-70
B7G3Y9,A9NNH7,SP,Picea sitchensis ,386,1235,58.0,80.1,2.8e-68
B7G3Y9,Q6PHG4,SP,Danio rerio ,399,1232,59.0,82.1,4.4e-68
B7G3Y9,A3GGJ5,SP,Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) ,398,1230,61.2,82.7,5.8e-68
B7G3Y9,Q6GQ48,SP,Xenopus laevis ,372,1229,58.2,83.7,6.2e-68
B7G3Y9,Q6CLS2,SP,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) ,370,1228,60.1,81.2,7.1e-68
B7G3Y9,C3Y3G4,SP,Branchiostoma floridae ,376,1224,60.7,85.6,1.3e-67
B7G3Y9,B0WAU6,SP,Culex quinquefasciatus ,380,1224,58.6,81.8,1.3e-67
B7G3Y9,B6K4J2,SP,Schizosaccharomyces japonicus (strain yFS275 / FY16936) ,377,1221,59.5,82.4,1.9e-67
B7G3Y9,D1Z4I6,SP,Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell) ,445,1222,58.4,82.9,2e-67
B7G5J1,B7G5J1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,587,3959,100.0,100.0,0.0
B7G5J1,Q4WX30,SP,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) ,479,536,29.8,57.1,3e-29
B7G5J1,F5HAU9,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,475,602,30.1,59.2,4.1e-29
B7G5J1,Q8TFG7,SP,Schizosaccharomyces pombe (strain 972 / ATCC 24843) ,450,536,33.0,57.3,1e-28
B7G5J1,F4NUJ6,SP,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) ,475,599,32.0,59.6,3.8e-28
B7G5J1,C7YK87,SP,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) ,465,569,29.7,60.7,5.1e-28
B7G5J1,C8VJ35,SP,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) ,478,518,29.5,57.5,5.3e-28
B7G5J1,A8N339,SP,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) ,457,559,29.6,58.3,3.4e-27
B7G5J1,Q93YU6,SP,Arabidopsis thaliana ,468,510,30.3,58.1,7.7e-27
B7G5J1,Q5KBP2,SP,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) ,543,574,29.9,57.2,1.1e-26
B7G5J1,Q3MHN8,SP,Bos taurus ,497,584,28.8,59.7,1.6e-26
B7G5J1,Q54WD6,SP,Dictyostelium discoideum ,460,526,29.3,57.5,1.9e-26
B7G5J1,P38793,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,499,546,29.1,57.8,2.2e-26
B7G5J1,C4YH95,SP,Candida albicans (strain WO-1) ,449,521,28.8,57.7,3e-26
B7G5J1,F6HH45,SP,Vitis vinifera ,510,489,33.1,65.2,5.8e-26
B7G5J1,D0NLC2,SP,Phytophthora infestans (strain T30-4) ,411,518,29.7,58.2,6e-26
B7G5J1,Q59TN1,SP,Candida albicans (strain SC5314 / ATCC MYA-2876) ,449,513,29.1,56.3,7.9e-26
B7G5J1,B8A5G9,SP,Danio rerio ,480,546,30.3,59.9,1e-25
B7G5J1,B5DPF1,SP,Drosophila pseudoobscura pseudoobscura ,440,526,30.4,63.0,1.7e-25
B7G5J1,F6VSS6,SP,Xenopus tropicalis ,494,569,28.9,59.1,6e-25
B7G6D3,B7G6D3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,337,2282,100.0,100.0,4.1e-154
B7G6D3,Q2UCB7,SP,Aspergillus oryzae (strain ATCC 42149 / RIB 40) ,419,577,41.8,74.2,3.4e-33
B7G6D3,Q4WYT0,SP,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) ,408,560,38.7,69.1,6.1e-32
B7G6D3,B0Y081,SP,Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) ,408,560,38.7,69.1,6.1e-32
B7G6D3,A1D611,SP,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) ,411,559,41.8,73.6,6.2e-32
B7G6D3,Q2UN81,SP,Aspergillus oryzae (strain ATCC 42149 / RIB 40) ,419,558,41.9,71.4,7.4e-32
B7G6D3,A1CL82,SP,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) ,410,556,38.6,70.6,1e-31
B7G6D3,A2QU58,SP,Aspergillus niger (strain CBS 513.88 / FGSC A1513) ,438,554,41.5,72.9,1.5e-31
B7G6D3,Q8J140,SP,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) ,404,552,42.9,72.2,1.9e-31
B7G6D3,Q0CQL9,SP,Aspergillus terreus (strain NIH 2624 / FGSC A1156) ,378,549,38.6,70.2,2.8e-31
B7G6D3,Q1E0A3,SP,Coccidioides immitis (strain RS) ,462,545,40.4,70.9,7e-31
B7G6D3,A7F075,SP,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) ,432,544,38.3,68.9,7.6e-31
B7G6D3,A2RB75,SP,Aspergillus niger (strain CBS 513.88 / FGSC A1513) ,404,542,41.1,70.3,9.7e-31
B7G6D3,Q7S232,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,454,543,38.1,67.6,1.1e-30
B7G6D3,A4QTY2,SP,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) ,396,539,42.6,72.1,1.5e-30
B7G6D3,A6SDT7,SP,Botryotinia fuckeliana (strain B05.10) ,431,539,40.4,72.3,1.7e-30
B7G6D3,A1CQZ0,SP,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) ,429,538,39.6,70.8,2e-30
B7G6D3,A1D3V4,SP,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) ,435,538,42.7,72.9,2e-30
B7G6D3,Q0CTN3,SP,Aspergillus terreus (strain NIH 2624 / FGSC A1156) ,403,537,40.6,70.3,2.2e-30
B7G6D3,Q4WJA1,SP,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) ,413,537,46.4,77.1,2.2e-30
B7G7Y7,B7G7Y7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,421,2727,100.0,100.0,1.6e-168
B7G7Y7,B8C6S5,SP,Thalassiosira pseudonana ,390,1717,65.1,79.2,2.1e-84
B7G7Y7,B1H158,SP,Xenopus tropicalis ,382,1178,47.5,70.5,3.9e-66
B7G7Y7,P70040,SP,Xenopus laevis ,382,1171,47.9,70.5,2.3e-65
B7G7Y7,P70054,SP,Xenopus laevis ,382,1180,48.0,71.0,2.7e-65
B7G7Y7,D0MY34,SP,Phytophthora infestans (strain T30-4) ,389,1254,49.5,71.6,4.9e-65
B7G7Y7,A7RRJ0,SP,Nematostella vectensis ,377,1206,48.1,71.3,5.5e-65
B7G7Y7,Q178M1,SP,Aedes aegypti ,380,1214,47.8,70.2,8.7e-65
B7G7Y7,C3ZBT0,SP,Branchiostoma floridae ,380,1232,48.2,71.6,3.8e-64
B7G7Y7,C1BM18,SP,Osmerus mordax ,380,1157,45.6,71.9,1.1e-63
B7G7Y7,Q7Q323,SP,Anopheles gambiae ,383,1211,48.9,70.8,1.3e-63
B7G7Y7,Q5ZLN4,SP,Gallus gallus ,381,1155,45.4,71.0,1.5e-63
B7G7Y7,Q6TNU4,SP,Danio rerio ,380,1166,45.4,71.9,2.3e-63
B7G7Y7,B9EMY6,SP,Salmo salar ,380,1138,43.7,71.6,4.1e-63
B7G7Y7,Q5I4H3,SP,Xiphophorus maculatus ,380,1156,44.9,72.3,1.6e-62
B7G7Y7,B3RVF0,SP,Trichoplax adhaerens ,377,1183,47.9,71.9,3.3e-62
B7G7Y7,Q5XIP6,SP,Rattus norvegicus ,380,1134,45.1,71.3,5.2e-62
B7G7Y7,O65251,SP,Arabidopsis thaliana ,383,1176,46.6,69.7,1.3e-61
B7G7Y7,P39748,SP,Homo sapiens ,380,1115,44.4,71.3,1.7e-61
B7G7Y7,C3KJE6,SP,Anoplopoma fimbria ,380,1141,44.4,71.6,2e-61
B7G816,B7G816,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,693,4552,100.0,100.0,2.4e-170
